Author/Year,Paper Title,Description,,,,
"Brookes et al. <a href=""#ref-brookes2022"" role=""doc-biblioref"">(2022)</a>","Environmental flows to estuaries and coastal lagoons shape the salinity gradient and generate suitable fish habitat: Predictions from the Coorong, Australia",Estuarine,,,,1
